position,player,conference,salary,asof,source_doc,tab name
CB,"Hill, Daxton CIN CB",AFC,1.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Peppers, Jabrill NEP S",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Levis, Will TEN QB",NFC,1.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Robinson, Brian WAS RB",AFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Allen, Keenan FA WR",NFC,7.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Ferguson, Terrance LAR TE",NFC,1.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Martin, Sam CAR PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jones, Justin ARI DT",NFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Oweh, Odafe BAL DE",AFC,3.27,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Edmunds, Tremaine CHI LB",NFC,3.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Witherspoon, Devon SEA CB",AFC,1.32,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Cisco, Andre NYJ S",NFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Dalton, Andy CAR QB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Williams, Kyren LAR RB",AFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Cooper, Amari FA WR",NFC,7.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Taylor, Mason NYJ TE",NFC,1.52,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Taylor, Tory CHI PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Taylor, Leonard NYJ DT",NFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Johnson, Jermaine NYJ DE",AFC,3.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Elliss, Kaden ATL LB",NFC,3.08,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Hill, Daxton CIN CB",NFC,1.25,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Melifonwu, Ifeatu MIA S",NFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Willis, Malik GBP QB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"White, Rachaad TBB RB",AFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Williams, Jameson DET WR",AFC,6.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Sinnott, Ben WAS TE",AFC,1.51,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Mann, Braden PHI PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Reed, Jarran SEA DT",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Anderson, Will HOU DE",NFC,3.21,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Davis, Demario NOS LB",NFC,3.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Elam, Kaiir DAL CB",AFC,1.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Fuller, Jordan ATL S",AFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Hooker, Hendon DET QB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Cook, James BUF RB",AFC,3.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Nabers, Malik NYG WR",NFC,6.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Fannin, Harold CLE TE",NFC,1.37,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Ryland, Chad ARI PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"McNeill, Alim DET DT",NFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Herbig, Nick PIT DE",NFC,3.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Lloyd, Devin JAC LB",NFC,3.05,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"DeJean, Cooper PHI CB",AFC,1.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Locke, P.J. DEN S",AFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Rush, Cooper BAL QB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Dowdle, Rico CAR RB",AFC,3.25,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Sutton, Courtland DEN WR",AFC,6.27,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Arroyo, Elijah SEA TE",NFC,1.25,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Santos, Cairo CHI PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Godchaux, Davon NOS DT",AFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Robinson, Dominique CHI DE",AFC,3.06,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Lloyd, Devin JAC LB",AFC,3.05,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Gonzalez, Christian NEP CB",AFC,1.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Melifonwu, Ifeatu MIA S",AFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Cousins, Kirk ATL QB",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Johnson, Kaleb PIT RB",NFC,3.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Shaheed, Rashid NOS WR",AFC,6.27,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Arroyo, Elijah SEA TE",AFC,1.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"McPherson, Evan CIN PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Saunders, Khalen NOS DT",AFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Lawrence, Demarcus SEA DE",AFC,3.04,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Miller, Ventrell JAC LB",NFC,2.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Forbes, Emmanuel LAR CB",AFC,1.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Izien, Christian TBB S",AFC,1.86,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Howell, Sam MIN QB",AFC,1.67,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Ekeler, Austin WAS RB",AFC,3.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Thielen, Adam CAR WR",AFC,6.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Dulcich, Greg NYG TE",AFC,1.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Elliott, Jake PHI PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"McNeill, Alim DET DT",AFC,1.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Gary, Rashan GBP DE",NFC,3.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Landman, Nate LAR LB",AFC,2.97,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"DeJean, Cooper PHI CB",NFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bynum, Camryn IND S",AFC,1.81,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Nix, Bo DEN QB",AFC,1.65,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Chubb, Nick HOU RB",NFC,2.7,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"McMillan, Tetairoa CAR WR",NFC,6.11,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Sanders, Ja'Tavion CAR TE",NFC,1.22,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Gay, Matt WAS PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Davis, Jordan PHI DT",AFC,1.86,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Oweh, Odafe BAL DE",NFC,2.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Campbell, Jack DET LB",AFC,2.82,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Witherspoon, Devon SEA CB",NFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hooker, Malik DAL S",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Nix, Bo DEN QB",NFC,1.54,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Brooks, Jonathon CAR RB",AFC,2.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Williams, Jameson DET WR",NFC,5.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Washington, Darnell PIT TE",NFC,1.22,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Gano, Graham NYG PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Stills, Dante ARI DT",NFC,1.85,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Ojulari, Azeez PHI DE",AFC,2.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Edmunds, Tremaine CHI LB",AFC,2.79,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Porter Jr., Joey PIT CB",AFC,1.11,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Stone, Geno CIN S",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Penix Jr., Michael ATL QB",AFC,1.47,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Brooks, Jonathon CAR RB",NFC,2.46,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Olave, Chris NOS WR",AFC,5.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Schoonmaker, Luke DAL TE",AFC,1.22,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Butker, Harrison KCC PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Fox, Morgan ATL DT",AFC,1.81,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Thibodeaux, Kayvon NYG DE",NFC,2.89,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Carlies, Jaylon IND LB",AFC,2.72,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Moss, Riley DEN CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Molden, Elijah LAC S",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Shough, Tyler NOS QB",NFC,1.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Harvey, RJ DEN RB",NFC,2.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Odunze, Rome CHI WR",NFC,5.58,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Fannin, Harold CLE TE",AFC,1.21,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Koo, Younghoe ATL PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Joseph-Day, Sebastian TEN DT",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Karlaftis, George KCC DE",AFC,2.89,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Campbell, Jack DET LB",NFC,2.66,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Porter Jr., Joey PIT CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Blackmon, Julian FA S",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Howell, Sam MIN QB",NFC,1.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Charbonnet, Zach SEA RB",AFC,2.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Harrison Jr., Marvin ARI WR",AFC,5.58,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Brown, Pharaoh MIA TE",NFC,1.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Folk, Nick FA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Armstead, Arik JAC DT",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Walker, Travon JAC DE",AFC,2.76,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Elliss, Christian NEP LB",NFC,2.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Robertson, Amik DET CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Davis, Ashtyn MIA S",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Milroe, Jalen SEA QB",AFC,1.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Harvey, RJ DEN RB",AFC,2.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Smith-Njigba, Jaxon SEA WR",AFC,5.54,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Johnson, Theo NYG TE",NFC,1.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Gonzalez, Zane FA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Robertson-Harris, Roy NYG DT",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Clowney, Jadeveon FA DE",NFC,2.72,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Speed, E.J. HOU LB",NFC,2.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Mitchell, Quinyon PHI CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Gilman, Alohi LAC S",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Sanders, Shedeur CLE QB",AFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Charbonnet, Zach SEA RB",NFC,2.31,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Diggs, Stefon NEP WR",AFC,5.53,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Kraft, Tucker GBP TE",NFC,1.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Prater, Matt FA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Murphy, Byron SEA DT",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Collins, Zaven ARI DE",NFC,2.64,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Tavai, Jahlani NEP LB",AFC,2.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Gonzalez, Christian NEP CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Smith, Harrison MIN S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Milroe, Jalen SEA QB",NFC,1.12,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Benson, Trey ARI RB",NFC,2.24,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Palmer, Joshua BUF WR",NFC,5.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Ferguson, Terrance LAR TE",AFC,1.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Romo, John Parker NEP PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Hand, Da'Shawn LAC DT",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Hunt, Jalyx PHI DE",NFC,2.55,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Kendricks, Eric FA LB",AFC,2.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Nixon, Keisean GBP CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Cisco, Andre NYJ S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Winston, Jameis NYG QB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Johnson, Kaleb PIT RB",AFC,2.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Palmer, Joshua BUF WR",AFC,5.47,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Sanders, Ja'Tavion CAR TE",AFC,1.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Grupe, Blake NOS PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jones, Travis BAL DT",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Odeyingbo, Dayo CHI DE",AFC,2.54,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Deablo, Divine ATL LB",NFC,2.05,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Gordon, Kyler CHI CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Gilman, Alohi LAC S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Brissett, Jacoby ARI QB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Achane, De'Von MIA RB",NFC,2.21,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Shaheed, Rashid NOS WR",NFC,5.42,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Woods, Jelani IND TE",AFC,1.11,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Myers, Jason SEA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Joseph-Day, Sebastian TEN DT",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Bonitto, Nik DEN DE",AFC,2.54,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Campbell, Jihaad PHI LB",NFC,1.91,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Benford, Christian BUF CB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Thompson, Jalen ARI S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Darnold, Sam SEA QB",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Pierce, Dameon HOU RB",NFC,2.16,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Jennings, Jauan SFO WR",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Dissly, Will LAC TE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Ryland, Chad ARI PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Kinlaw, Javon WAS DT",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Wilson, Tyree LVR DE",AFC,2.53,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Kendricks, Eric FA LB",NFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Jones, Marcus NEP CB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Wilson, Donovan DAL S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Darnold, Sam SEA QB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Miller, Kendre NOS RB",NFC,2.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Burks, Treylon TEN WR",NFC,5.18,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Strange, Brenton JAC TE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Gonzalez, Zane FA PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Onyemata, David ATL DT",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Koonce, Malcolm LVR DE",AFC,2.51,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Davis-Gaither, Akeem ARI LB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McCollum, Zyon TBB CB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Mathieu, Tyrann NOS S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"O'Connell, Aidan LVR QB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Williams, Javonte DAL RB",AFC,2.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Wilson, Garrett NYJ WR",AFC,5.18,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Gray, Noah KCC TE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"McManus, Brandon GBP PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Hargrave, Javon MIN DT",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Cox, Brenton GBP DE",AFC,2.31,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Holcomb, Cole PIT LB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Brown, Montaric JAC CB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Reid, Justin NOS S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Sanders, Shedeur CLE QB",NFC,1.06,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Miller, Kendre NOS RB",AFC,1.91,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Lockett, Tyler TEN WR",NFC,5.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Ertz, Zach WAS TE",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Grupe, Blake NOS PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Wyatt, Devonte GBP DT",NFC,1.78,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Johnson, Jermaine NYJ DE",NFC,2.24,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Long Jr., David FA LB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McCreary, Roger TEN CB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Woods, Xavier TEN S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Ewers, Quinn MIA QB",NFC,1.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Tucker, Sean TBB RB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Kirk, Christian HOU WR",NFC,5.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Kraft, Tucker GBP TE",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Bass, Tyler BUF PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Kancey, Calijah TBB DT",NFC,1.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Verse, Jared LAR DE",AFC,2.24,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Davis, Demario NOS LB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Still, Tarheeb LAC CB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Mapu, Marte NEP S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Rattler, Spencer NOS QB",NFC,1.01,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Gibson, Antonio NEP RB",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Smith-Njigba, Jaxon SEA WR",NFC,4.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Ertz, Zach WAS TE",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Evans, Ethan LAR PN",NFC,0.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Kancey, Calijah TBB DT",AFC,1.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Ojulari, Azeez PHI DE",NFC,2.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Simmons, Isaiah GBP LB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McDuffie, Trent KCC CB",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Curl, Kamren LAR S",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Allen, Kyle DET QB",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
